#### EXPORT DONNEES METEO POUR "NANTES" (LAT/LON: 47.218371/-1.553621)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2023-07-09,23,17,17,17,20,23,0.1,91,10,1022,50.25,25,16,17,176,116,113,0,5,13.6,météo favorable,22:03:00,06:19:00,18
2023-07-10,24,16,20,16,23,23,0,91,10,1023,7.75,26,17,16,113,113,113,0,5,14.5,météo idéale,22:02:00,06:20:00,16
2023-07-11,23,17,27,18,23,21,0.1,95,9,1019,29,25,18,18,143,116,176,0,5,13.6,météo favorable,22:02:00,06:21:00,17
2023-07-12,23,14,24,14,22,22,0.1,93,10,1019,22.25,25,15,13,113,116,113,0,4,14.5,météo favorable,22:01:00,06:22:00,15
2023-07-13,25,14,21,14,22,23,0,92,10,1022,20.625,26,15,14,116,113,113,0,5,14.5,météo favorable,22:00:00,06:23:00,15
2023-07-14,24,15,33,15,24,23,0,89,10,1019,33.875,26,18,15,116,113,116,0,5,13.5,météo favorable,21:59:00,06:24:00,16
2023-07-15,21,17,39,18,21,21,0.6,85,9.75,1014,44,24,16,18,176,176,113,0,5,12.5,météo favorable,21:59:00,06:25:00,18
2023-07-16,21,15,26,16,21,20,0.7,88,9.875,1018,67,24,14,16,353,176,119,0,4,11.5,météo défavorable,21:58:00,06:26:00,16
2023-07-17,24,14,19,14,22,24,0,87,10,1022,23.25,25,13,14,116,113,113,0,5,14.5,météo favorable,21:57:00,06:27:00,15
2023-07-18,25,12,24,13,25,25,0,79,10,1021,25.5,26,13,12,116,122,113,0,5,13.5,météo correcte,21:56:00,06:28:00,12
2023-07-19,23,15,26,16,22,22,0,94,9,1021,18.75,25,15,16,143,113,113,0,5,14.5,météo favorable,21:55:00,06:29:00,15
2023-07-20,24,13,22,13,23,23,0,93,10,1019,36.875,25,12,13,116,113,116,0,5,13.5,météo favorable,21:54:00,06:30:00,14
2023-07-21,24,13,24,14,22,22,0,78,10,1017,28.5,25,13,14,122,113,113,0,5,14.5,météo favorable,21:53:00,06:31:00,13
2023-07-22,21,11,28,11,20,19,0,88,10,1019,33.5,21,14,11,113,116,116,0,5,13.5,météo favorable,21:52:00,06:32:00,12
2023-07-23,19,17,32,17,18,19,8.5,95,7.5,1015,95.25,19,18,17,266,296,353,0,4,9.5,météo défavorable,21:51:00,06:33:00,18
2023-07-24,21,15,34,16,21,21,1.1,88,10,1012,46.25,24,16,16,176,353,113,0,4,12.5,météo correcte,21:50:00,06:35:00,16
2023-07-25,22,13,30,13,22,21,0,91,10,1017,32.875,25,14,12,116,113,113,0,5,14.5,météo favorable,21:49:00,06:36:00,14
2023-07-26,23,14,21,16,21,21,0,81,10,1017,51,25,15,16,122,116,116,0,5,13.5,météo favorable,21:48:00,06:37:00,15
2023-07-27,23,17,25,17,23,21,0,92,10,1015,52.375,25,17,17,116,113,116,0,5,12.5,météo favorable,21:47:00,06:38:00,18
2023-07-28,23,18,25,18,22,22,1,98,10,1012,68.5,25,18,18,353,119,116,0,4,12.5,météo défavorable,21:45:00,06:39:00,19
2023-07-29,23,16,27,17,21,20,0.1,94,10,1016,46.75,25,16,17,116,116,119,0,5,13.5,météo favorable,21:44:00,06:41:00,17
2023-07-30,22,15,26,17,21,21,0,66,10,1020,18.75,25,15,17,116,113,113,0,5,14.5,météo favorable,21:43:00,06:42:00,15
2023-07-31,22,17,34,17,21,21,0.1,89,10,1019,63.25,24,18,17,113,122,122,0,5,11.4,météo correcte,21:42:00,06:43:00,17
2023-08-01,21,17,28,17,20,20,0.8,92,10,1011,80.625,21,18,17,119,116,176,0,4,11.4,météo défavorable,21:40:00,06:44:00,19
2023-08-02,20,17,51,19,20,19,1.8,88,10,1006,79.75,20,18,18,305,176,176,0,4,10.4,météo défavorable,21:39:00,06:46:00,20
2023-08-03,18,15,30,16,18,18,2.5,87,10,1015,81,18,15,16,119,299,176,0,4,9.3,météo défavorable,21:37:00,06:47:00,17
2023-08-04,20,13,21,13,20,20,0.4,95,10,1023,62,20,13,11,116,176,116,0,4,10.3,météo correcte,21:36:00,06:48:00,14
2023-08-05,20,13,41,15,18,20,0.2,87,10,1022,42.625,20,16,14,116,176,113,0,5,12.4,météo favorable,21:35:00,06:49:00,13
2023-08-06,20,13,23,13,20,19,0.3,92,10,1024,33.125,20,12,11,113,176,113,0,5,12.4,météo favorable,21:33:00,06:51:00,13
2023-08-07,20,12,12,12,19,19,0,92,10,1024,31.125,20,11,11,113,122,113,0,5,13.4,météo correcte,21:31:00,06:52:00,13
2023-08-08,21,14,18,15,21,21,0,80,10,1021,21.875,24,14,15,116,113,113,0,5,14.5,météo favorable,21:30:00,06:53:00,14
2023-08-09,29,14,9,14,23,29,0,93,8,1020,9.625,29,16,14,113,113,113,0,6,14.5,météo favorable,21:28:00,06:55:00,15
2023-08-10,25,17,28,19,24,22,0.1,84,10,1021,23.5,26,17,19,176,113,113,0,6,14.5,météo idéale,21:27:00,06:56:00,20
2023-08-11,22,18,17,19,21,21,3.5,96,7,1022,85.625,24,19,19,122,305,305,0,5,9.2,météo défavorable,21:25:00,06:57:00,18
2023-08-12,21,17,24,17,21,20,0,90,8.75,1021,46,21,18,17,119,116,116,0,4,14.5,météo favorable,21:24:00,06:59:00,18
2023-08-13,21,16,18,17,21,20,0.1,89,10,1020,31.25,24,15,17,176,113,116,0,4,14.2,météo favorable,21:22:00,07:00:00,16
2023-08-14,21,15,19,15,21,20,0.1,90,10,1016,22.875,24,17,15,113,113,113,0,5,13.4,météo favorable,21:20:00,07:01:00,16
2023-08-15,22,16,7,16,21,21,0.1,96,7,1019,49.625,25,17,16,119,119,113,0,4,12.2,météo correcte,21:18:00,07:02:00,17
2023-08-16,26,14,17,14,24,24,0,88,10,1019,45.5,27,16,13,113,116,122,0,6,11.1,météo favorable,21:17:00,07:04:00,15
2023-08-17,26,17,17,17,24,25,0,84,10,1017,22.875,27,18,17,113,113,113,0,5,14.1,météo idéale,21:15:00,07:05:00,18
2023-08-18,24,18,11,18,23,22,0,66,9.375,1014,39.375,25,16,18,116,113,116,0,6,14.1,météo favorable,21:13:00,07:06:00,19
2023-08-19,23,18,18,19,23,22,0,93,10,1021,28,25,19,19,113,113,113,0,5,14,météo favorable,21:11:00,07:08:00,20
2023-08-20,25,16,12,16,23,24,0,84,10,1022,38.75,26,16,16,116,116,116,0,6,14,météo favorable,21:10:00,07:09:00,17
2023-08-21,29,17,13,17,25,27,0,84,10,1024,5.625,29,16,17,113,113,113,0,6,14,météo idéale,21:08:00,07:10:00,18
2023-08-22,29,17,16,17,26,28,0,83,10,1021,3.875,29,15,17,113,113,113,0,6,13.9,météo idéale,21:06:00,07:12:00,18
2023-08-23,32,18,21,18,27,32,0.2,75,10,1020,17.625,34,19,18,113,113,113,0,6,13.3,météo idéale,21:04:00,07:13:00,18
2023-08-24,29,21,21,22,26,26,0.1,80,10,1012,24.5,31,20,22,176,116,113,0,6,13.9,météo favorable,21:02:00,07:14:00,23
2023-08-25,21,14,26,14,21,19,0,91,10,1016,14.875,24,16,12,113,113,113,0,5,13.8,météo favorable,21:00:00,07:16:00,16
2023-08-26,21,14,22,15,21,19,0.3,83,10,1015,54.375,21,13,15,116,176,122,0,5,9.2,météo favorable,20:58:00,07:17:00,15
2023-08-27,21,12,26,13,21,21,0.1,90,10,1018,56.75,24,13,11,113,119,119,0,4,7.9,météo correcte,20:57:00,07:18:00,12
2023-08-28,23,13,27,15,22,22,0,91,10,1017,52.625,25,14,14,119,113,116,0,4,10.4,météo favorable,20:55:00,07:20:00,17
2023-08-29,21,12,21,12,20,19,0,84,10,1017,22.625,24,12,11,116,116,113,0,5,11.6,météo favorable,20:53:00,07:21:00,12
2023-08-30,20,14,24,15,20,18,0.4,92,10,1014,65.125,20,15,15,176,113,122,0,4,9.1,météo défavorable,20:51:00,07:22:00,16
2023-08-31,22,12,26,16,21,20,0,82,10,1014,67.875,25,17,16,122,119,116,0,5,9.1,météo défavorable,20:49:00,07:24:00,12
2023-09-01,21,15,23,18,19,17,1.1,94,10,1014,69.5,21,17,18,176,353,176,0,4,7.9,météo défavorable,20:47:00,07:25:00,18
2023-09-02,25,15,9,15,22,24,0,90,10,1020,32,26,15,16,113,113,116,0,5,11.6,météo favorable,20:45:00,07:26:00,15
2023-09-03,30,17,22,17,27,27,0,88,10,1022,9.25,30,16,17,113,113,113,0,6,11.6,météo idéale,20:43:00,07:28:00,18
2023-09-04,32,20,28,21,29,32,0,65,10,1019,6.625,32,15,21,113,113,113,0,7,11.6,météo idéale,20:41:00,07:29:00,22
2023-09-05,28,19,14,19,27,26,0.2,70,10,1016,27.625,28,16,19,176,113,113,0,6,11.6,météo idéale,20:39:00,07:30:00,20
2023-09-06,30,19,11,20,27,28,0.3,69,10,1017,38.125,30,16,20,176,176,113,0,6,9.1,météo favorable,20:37:00,07:32:00,20
2023-09-07,28,20,13,20,28,25,0,64,10,1016,15.625,28,15,20,113,113,116,0,6,11.6,météo idéale,20:35:00,07:33:00,21
2023-09-08,29,20,13,20,28,28,0.1,64,10,1017,27.375,29,15,20,113,116,113,0,6,11.6,météo favorable,20:33:00,07:34:00,20
2023-09-09,29,20,22,21,25,28,0,57,10,1015,15.625,29,15,21,113,113,113,0,6,11.6,météo idéale,20:31:00,07:36:00,21
2023-09-10,24,19,19,19,24,23,1,85,9.625,1016,63.875,26,18,19,176,176,176,0,6,6.5,météo correcte,20:29:00,07:37:00,20
2023-09-11,25,17,18,17,25,21,1.3,89,9.625,1016,45.125,26,16,17,116,116,176,0,6,9,météo favorable,20:27:00,07:38:00,17
2023-09-12,24,16,19,16,23,22,0,95,9,1017,37.125,25,16,16,143,116,116,0,5,11.6,météo favorable,20:25:00,07:40:00,17
2023-09-13,23,16,9,17,20,23,0,92,10,1020,62.75,25,15,17,119,119,116,0,4,9,météo correcte,20:23:00,07:41:00,16
2023-09-14,24,13,12,14,22,22,0,96,8,1022,13.875,25,14,13,143,113,113,0,5,11.6,météo favorable,20:21:00,07:42:00,14
2023-09-15,26,16,15,16,26,24,0,66,10,1016,14.125,26,15,16,113,113,116,0,6,11.6,météo idéale,20:19:00,07:43:00,16
2023-09-16,24,18,16,18,24,23,1.5,87,9.625,1011,61.75,26,16,18,353,176,116,0,5,9,météo correcte,20:17:00,07:45:00,18
2023-09-17,24,18,16,18,22,22,0.4,87,10,1010,44.75,25,17,18,353,116,113,0,4,11.6,météo favorable,20:15:00,07:46:00,18
2023-09-18,21,16,25,18,21,19,0.3,85,9.875,1015,36.25,25,16,18,113,176,116,0,5,9,météo favorable,20:13:00,07:47:00,19
2023-09-19,21,16,28,16,20,19,0,78,10,1016,48.625,21,14,16,176,116,119,0,5,10.3,météo favorable,20:11:00,07:49:00,16
2023-09-20,21,18,41,19,21,19,5.8,82,9.625,1013,82.125,24,17,19,176,176,353,0,4,7.6,météo défavorable,20:09:00,07:50:00,18
2023-09-21,18,15,33,15,18,16,11.3,84,9,1002,80.5,18,17,15,176,176,353,0,4,6.3,météo défavorable,20:07:00,07:51:00,16
2023-09-22,18,11,23,11,17,17,1.9,86,10,1011,34.25,18,11,10,113,113,113,0,3,11.6,météo favorable,20:05:00,07:53:00,14
2023-09-23,17,10,13,10,16,16,0,86,10,1022,13.875,17,10,8,113,116,113,0,4,11.6,météo correcte,20:03:00,07:54:00,10
2023-09-24,20,12,23,13,19,18,0,82,10,1022,4.5,20,13,11,113,113,113,0,5,11.6,météo favorable,20:01:00,07:55:00,13
2023-09-25,22,16,13,17,22,20,0.1,93,10,1021,58.5,24,17,17,116,176,116,0,5,10.2,météo correcte,19:59:00,07:57:00,18
2023-09-26,21,16,18,17,20,19,0,92,10,1020,32.75,24,17,17,116,116,113,0,5,11.6,météo favorable,19:57:00,07:58:00,18
2023-09-27,22,15,27,15,22,19,0,77,10,1020,38.5,24,16,14,116,116,116,0,5,10.2,météo favorable,19:55:00,07:59:00,15
2023-09-28,21,14,18,15,20,20,0,81,10,1019,31,24,18,15,113,116,116,0,5,11.5,météo favorable,19:53:00,08:01:00,15
2023-09-29,21,14,30,18,19,18,0,82,10,1026,56,24,17,18,176,116,113,0,4,10.1,météo correcte,19:51:00,08:02:00,20
2023-09-30,21,12,9,12,20,19,0,84,10,1026,5.75,21,12,11,113,113,113,0,5,11.5,météo favorable,19:49:00,08:03:00,13
2023-10-01,24,16,11,16,24,21,0,79,10,1024,1.125,25,16,16,113,113,113,0,5,11.4,météo idéale,19:47:00,08:04:00,16
2023-10-02,24,18,22,18,24,20,0.1,73,10,1020,31.625,25,18,18,113,176,113,0,6,8.6,météo favorable,19:45:00,08:06:00,18
2023-10-03,20,12,22,18,19,18,0.3,87,10,1030,35.125,20,17,16,353,113,113,0,5,10.1,météo favorable,19:43:00,08:07:00,18
2023-10-04,18,10,8,10,17,17,0,83,10,1031,41.25,18,8,9,122,122,116,0,4,10.1,météo correcte,19:41:00,08:09:00,11
2023-10-05,20,10,10,11,18,18,0,69,10,1027,42.625,20,8,9,116,122,113,0,4,8.6,météo correcte,19:39:00,08:10:00,12
2023-10-06,22,11,8,12,20,19,0,59,10,1027,0,24,9,11,113,113,113,0,5,11.3,météo favorable,19:37:00,08:11:00,12
2023-10-07,25,13,10,13,22,22,0,59,10,1026,2.375,25,8,12,113,113,113,0,5,11.2,météo favorable,19:35:00,08:13:00,13
2023-10-08,27,14,18,14,23,23,0,50,10,1025,1.25,26,9,13,113,113,113,0,5,11.2,météo favorable,19:33:00,08:14:00,16
2023-10-09,27,16,13,16,24,21,0,61,10,1024,0.25,26,12,16,113,113,113,0,5,11.2,météo idéale,19:31:00,08:15:00,17
2023-10-10,23,15,13,16,23,19,0,69,10,1022,0.875,24,13,16,113,113,113,0,5,11.1,météo favorable,19:29:00,08:17:00,17
2023-10-11,23,17,17,17,22,20,0,86,10,1020,13.5,25,15,17,113,116,113,0,5,11.1,météo favorable,19:27:00,08:18:00,17
2023-10-12,22,18,19,18,22,20,0,85,10,1018,40.25,25,16,18,113,119,116,0,5,10.1,météo correcte,19:25:00,08:20:00,19
2023-10-13,22,18,32,18,22,20,1.4,86,9.875,1016,52.75,24,16,18,116,116,176,0,5,8.6,météo favorable,19:23:00,08:21:00,19
2023-10-14,16,11,15,13,15,14,0,57,10,1025,61.125,16,11,12,176,122,113,0,3,8.5,météo correcte,19:21:00,08:22:00,13
2023-10-15,16,9,22,9,14,15,0,67,10,1024,57.625,16,4,7,116,119,116,0,4,8.5,météo correcte,19:20:00,08:24:00,9
2023-10-16,17,8,28,8,14,15,0,54,10,1021,36.125,17,1,5,116,113,113,0,4,10.9,météo correcte,19:18:00,08:25:00,9
2023-10-17,22,11,28,12,19,20,0.3,61,9.875,1010,51.625,25,14,9,116,116,176,0,5,8.5,météo favorable,19:16:00,08:27:00,11
2023-10-18,20,17,45,20,19,17,3.3,95,7.75,999,87.25,20,18,18,266,296,176,0,4,5.4,météo défavorable,19:14:00,08:28:00,18
2023-10-19,17,14,38,17,17,16,6,88,9.625,995,79.625,17,15,16,176,353,176,0,4,8.5,météo défavorable,19:12:00,08:29:00,16
2023-10-20,17,14,32,14,14,14,6.7,94,9.875,988,91.125,17,13,13,353,353,353,0,3,5.4,météo défavorable,19:10:00,08:31:00,15
2023-10-21,14,12,55,14,14,14,6.6,86,9.625,1003,91.625,14,11,10,353,353,353,0,3,6.9,météo défavorable,19:09:00,08:32:00,12
2023-10-22,17,12,18,13,17,15,0.4,78,10,1009,61.875,17,11,12,176,176,176,0,3,6.9,météo correcte,19:07:00,08:34:00,13
2023-10-23,15,11,38,13,15,15,3.3,86,9.75,1006,80,15,13,8,176,296,176,0,4,5.4,météo défavorable,19:05:00,08:35:00,13
2023-10-24,16,13,36,13,16,14,2.4,75,9.875,1007,84.75,16,13,11,176,353,176,0,3,5.3,météo défavorable,19:03:00,08:37:00,13
2023-10-25,16,12,24,13,15,15,1,81,10,1003,67.625,16,15,11,176,116,353,0,3,8.5,météo défavorable,19:02:00,08:38:00,13
2023-10-26,16,14,31,15,14,14,5.2,90,9.5,999,83.125,16,13,12,176,356,176,0,3,5.3,météo défavorable,19:00:00,08:40:00,15
2023-10-27,15,13,36,13,15,14,3.6,74,9.875,1000,72.25,15,10,10,353,176,353,0,3,5.1,météo défavorable,18:58:00,08:41:00,14
2023-10-28,15,12,51,12,15,15,8.5,89,9.5,998,82.875,15,13,9,353,353,356,0,3,5.1,météo défavorable,18:56:00,08:43:00,13
2023-10-29,15,13,43,14,15,14,6.2,78,9.5,997,81.875,15,11,11,353,176,353,0,3,5.1,météo défavorable,18:55:00,08:44:00,13
2023-10-30,16,12,29,12,14,14,4,89,10,999,74.25,16,11,10,353,176,353,0,3,5.4,météo défavorable,17:53:00,07:46:00,13
2023-10-31,16,13,34,14,16,15,2,81,9.75,1009,72,16,12,11,116,176,353,0,3,3.8,météo défavorable,17:52:00,07:48:00,14
2023-11-01,16,13,49,14,14,14,4.8,83,9.625,1005,80.625,16,11,10,353,176,176,0,4,3.8,météo défavorable,17:50:00,07:49:00,16
2023-11-02,16,9,61,12,13,9,3.3,79,7.5,988,83,16,12,8,176,176,353,0,3,3.7,météo défavorable,17:49:00,07:51:00,13
2023-11-03,14,9,36,9,13,12,2.5,83,9.5,995,77.25,14,8,7,176,176,176,0,3,3.7,météo défavorable,17:47:00,07:52:00,10
2023-11-04,14,11,64,14,14,13,5.2,92,9.625,994,84.5,14,12,10,296,176,353,0,3,5.4,météo défavorable,17:46:00,07:53:00,11
2023-11-05,14,12,49,12,14,13,1.8,79,9.625,1001,68,14,9,9,353,353,116,0,3,5.4,météo défavorable,17:44:00,07:55:00,12
2023-11-06,12,10,33,12,12,11,3.3,79,9.625,1012,74.5,12,9,9,353,353,176,0,3,3.7,météo défavorable,17:43:00,07:56:00,12
2023-11-07,13,9,17,9,13,11,0.8,80,9.625,1018,78.25,13,7,7,176,176,176,0,3,3.7,météo défavorable,17:42:00,07:58:00,10
2023-11-08,13,11,45,12,13,13,1.9,91,8.875,1018,86.125,13,12,10,176,266,119,0,3,3.7,météo défavorable,17:40:00,07:59:00,12
2023-11-09,13,9,39,12,13,10,3.7,89,9.625,1009,83.75,13,9,7,353,353,176,0,3,3.5,météo défavorable,17:39:00,08:01:00,11
2023-11-10,13,9,46,11,13,11,1.6,73,9.875,1012,78.25,13,8,8,176,353,176,0,3,5.2,météo défavorable,17:38:00,08:02:00,11
2023-11-11,13,8,15,8,11,11,2.6,87,8.5,1012,63.875,13,10,7,176,116,266,0,4,7,météo correcte,17:36:00,08:04:00,9
2023-11-12,15,14,41,14,14,14,1.5,90,9.875,1011,75.5,15,14,11,176,353,116,0,3,5.2,météo défavorable,17:35:00,08:05:00,14
2023-11-13,16,14,46,16,16,15,0.3,93,10,1015,86.5,16,15,16,353,176,176,0,5,5.2,météo défavorable,17:34:00,08:07:00,16
2023-11-14,15,12,40,13,15,13,2.1,94,8.75,1020,90.375,15,12,11,266,176,176,0,3,3.5,météo défavorable,17:33:00,08:08:00,12
2023-11-15,14,11,15,11,14,12,0.2,89,9,1026,75.375,14,10,9,176,176,176,0,3,5.2,météo défavorable,17:32:00,08:10:00,12
2023-11-16,15,11,51,15,14,12,1.5,87,9,1021,83.625,15,13,11,176,176,116,0,3,5.2,météo défavorable,17:31:00,08:11:00,13
2023-11-17,12,9,9,9,12,12,0.6,83,9,1025,70.5,12,11,8,116,176,176,0,3,3.4,météo défavorable,17:29:00,08:12:00,10
2023-11-18,15,13,32,14,15,15,0.2,89,10,1023,97.375,15,14,12,122,176,176,0,3,3.4,météo défavorable,17:28:00,08:14:00,14
2023-11-19,15,12,27,13,15,13,0,93,10,1022,42.625,15,14,11,176,113,113,0,3,8.7,météo correcte,17:27:00,08:15:00,14
2023-11-20,13,10,34,12,13,12,1,83,10,1020,75.625,13,10,9,176,176,353,0,3,5.2,météo défavorable,17:26:00,08:17:00,12
2023-11-21,14,10,21,11,12,11,0.5,87,9.375,1027,65,14,10,8,176,119,113,0,3,5.2,météo défavorable,17:26:00,08:18:00,11
2023-11-22,12,7,21,10,12,9,0,90,10,1032,44.625,12,8,7,116,113,113,0,3,8.7,météo défavorable,17:25:00,08:19:00,11
2023-11-23,12,7,13,9,12,11,0,89,10,1033,60,13,10,8,176,122,176,0,4,5.2,météo défavorable,17:24:00,08:21:00,7
2023-11-24,13,6,19,8,12,9,0,94,10,1029,45,13,10,6,113,176,116,0,3,5.2,météo correcte,17:23:00,08:22:00,8
2023-11-25,8,3,13,4,6,5,0,78,10,1023,6.125,8,2,0,113,113,113,0,3,8.7,météo très défavorable,17:22:00,08:24:00,5
2023-11-26,8,3,12,3,6,7,0,84,10,1022,55,8,4,0,113,122,119,0,3,6.9,météo très défavorable,17:22:00,08:25:00,3
2023-11-27,12,10,29,11,12,11,2.4,91,8.875,1014,82.75,12,10,9,266,353,176,0,3,3.4,météo défavorable,17:21:00,08:26:00,11
2023-11-28,10,6,13,6,9,8,0.1,83,10,1014,68.25,10,8,4,113,119,119,0,2,3.3,météo défavorable,17:20:00,08:28:00,9
2023-11-29,7,4,19,5,7,6,2.1,82,7.875,1012,66.375,7,4,1,122,122,296,0,3,5.1,météo très défavorable,17:20:00,08:29:00,6
2023-11-30,8,4,20,5,6,8,0.4,94,9.375,999,75.5,8,6,1,119,116,176,0,2,5.1,météo très défavorable,17:19:00,08:30:00,4
2023-12-01,7,2,24,5,7,6,0.7,94,9.75,1008,65.875,7,5,0,176,122,119,0,2,3,météo très défavorable,17:19:00,08:31:00,6
2023-12-02,7,1,9,1,5,5,0,92,10,1020,37.25,7,2,-1,116,113,116,0,2,9,météo très défavorable,17:18:00,08:33:00,1
2023-12-03,11,6,28,8,11,10,2.2,86,8.875,1019,95.125,11,7,6,353,176,353,0,2,3,météo défavorable,17:18:00,08:34:00,6
2023-12-04,12,8,48,12,12,8,2.9,86,8.875,1008,85.25,12,10,7,353,176,176,0,3,7,météo défavorable,17:17:00,08:35:00,12
2023-12-05,10,7,35,8,10,7,0,62,10,1017,26.125,10,3,3,119,113,113,0,3,9,météo défavorable,17:17:00,08:36:00,8
2023-12-06,9,5,16,5,8,7,0,86,10,1020,40.875,9,4,3,113,113,116,0,2,7,météo très défavorable,17:17:00,08:37:00,6
2023-12-07,13,7,32,7,9,13,1.3,94,8.875,1016,62.75,13,12,3,116,296,176,0,2,1,météo correcte,17:17:00,08:38:00,8
2023-12-08,12,10,26,10,12,11,0.2,84,10,1016,81.625,12,10,7,176,176,176,0,3,3,météo défavorable,17:16:00,08:39:00,11
2023-12-09,14,11,46,12,14,12,5.8,95,9.375,1016,82.125,14,13,8,302,176,113,0,3,1,météo défavorable,17:16:00,08:40:00,11
2023-12-10,14,10,37,10,12,14,0.3,97,10,1019,61.75,14,14,8,113,353,176,0,4,1,météo correcte,17:16:00,08:41:00,11
2023-12-11,14,12,25,13,14,13,0.6,96,10,1012,94.125,14,13,11,176,176,176,0,3,1,météo défavorable,17:16:00,08:42:00,14
2023-12-12,14,11,36,13,13,11,1.7,94,9.625,1008,72.75,14,13,10,119,176,176,0,3,5,météo défavorable,17:16:00,08:43:00,14
2023-12-13,11,8,28,10,11,9,1.1,88,10,1016,62.125,11,8,6,113,176,176,0,2,4,météo défavorable,17:16:00,08:44:00,11
2023-12-14,10,6,13,6,9,9,0,91,10,1030,83.5,10,9,3,122,176,122,0,2,1,météo défavorable,17:17:00,08:45:00,6
2023-12-15,11,6,14,8,11,8,0,94,9,1042,40,11,9,6,116,116,113,0,3,8,météo défavorable,17:17:00,08:46:00,8
2023-12-16,9,4,10,5,7,7,0,89,10,1043,0.5,9,5,2,113,113,113,0,3,9,météo très défavorable,17:17:00,08:46:00,5
2023-12-17,9,4,11,4,7,6,0,87,10,1040,0,9,3,1,113,113,113,0,3,9,météo très défavorable,17:17:00,08:47:00,4
2023-12-18,11,5,13,6,10,9,0,89,10,1037,3.5,11,8,4,113,113,113,0,3,9,météo défavorable,17:17:00,08:48:00,6
2023-12-19,13,9,23,11,12,12,0.8,85,9.875,1032,92.625,13,11,9,176,176,176,0,3,1,météo défavorable,17:18:00,08:49:00,10
2023-12-20,11,7,19,8,9,9,0,80,10,1029,74.625,11,8,5,116,176,119,0,2,3,météo défavorable,17:18:00,08:49:00,8
2023-12-21,12,10,32,11,12,12,0,89,10,1025,91.625,12,10,9,176,122,119,0,4,1,météo défavorable,17:19:00,08:50:00,11
2023-12-22,12,10,27,11,12,11,0,85,10,1027,87.75,12,9,8,176,119,176,0,3,1,météo défavorable,17:19:00,08:50:00,11
2023-12-23,12,9,23,10,12,11,0,87,10,1027,60.625,12,9,7,116,113,176,0,3,4,météo défavorable,17:20:00,08:51:00,10
2023-12-24,13,10,26,11,12,11,0,90,10,1024,20.875,13,10,8,113,113,116,0,4,9,météo correcte,17:20:00,08:51:00,11
2023-12-25,13,11,26,12,13,13,0,89,10,1019,79.5,13,11,10,176,116,176,0,4,2,météo défavorable,17:21:00,08:52:00,11
2023-12-26,13,12,22,12,13,12,0,86,10,1022,78,13,10,10,122,116,176,0,3,8,météo défavorable,17:22:00,08:52:00,12
2023-12-27,13,10,31,11,11,13,0,92,10,1020,63.875,13,10,7,113,116,122,0,3,9,météo correcte,17:22:00,08:52:00,12
2023-12-28,12,11,28,11,12,11,0,83,10,1019,35.5,12,9,8,113,176,113,0,4,6,météo défavorable,17:23:00,08:52:00,12
2023-12-29,13,10,33,11,13,11,1.1,92,9.875,1019,66.25,13,11,8,176,176,176,0,4,2,météo défavorable,17:24:00,08:53:00,11
2023-12-30,12,10,35,10,12,12,1.5,94,9.375,1018,61.75,12,10,8,116,176,353,0,4,3,météo défavorable,17:25:00,08:53:00,10
2023-12-31,12,9,49,9,10,9,4.5,77,9.375,1010,77.25,12,9,4,353,176,176,0,2,4,météo défavorable,17:26:00,08:53:00,10
